name,description,type,level,sort,lessonNum,hoursForLearn,usedNum,recommendNum,lesson,subLesson,sort,useModule,useCollection,dataExtractCondition
"","","","","","","","","","Bài 19","Luyện tập","1525","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson19,'}}"
"","","","","","","","","","Bài 20","Từ vựng","1526","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson20,'}}"
"","","","","","","","","","Bài 20","Luyện tập","1527","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson20,'}}"
"","","","","","","","","","Bài 21","Từ vựng","1528","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson21,'}}"
"","","","","","","","","","Bài 21","Luyện tập","1529","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson21,'}}"
"","","","","","","","","","Bài 22","Từ vựng","1530","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson22,'}}"
"","","","","","","","","","Bài 22","Luyện tập","1531","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson22,'}}"
"","","","","","","","","","Bài 23","Từ vựng","1532","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson23,'}}"
"","","","","","","","","","Bài 23","Luyện tập","1533","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson23,'}}"
"","","","","","","","","","Bài 24","Từ vựng","1534","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson24,'}}"
"","","","","","","","","","Bài 24","Luyện tập","1535","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson24,'}}"
"","","","","","","","","","Bài 25","Từ vựng","1536","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson25,'}}"
"","","","","","","","","","Bài 25","Luyện tập","1537","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson25,'}}"
"","","","","","","","","","Bài 26","Từ vựng","1538","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson26,'}}"
"","","","","","","","","","Bài 26","Luyện tập","1539","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson26,'}}"
"","","","","","","","","","Bài 27","Từ vựng","1540","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson27,'}}"
"","","","","","","","","","Bài 27","Luyện tập","1541","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson27,'}}"
"","","","","","","","","","Bài 28","Từ vựng","1542","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson28,'}}"
"","","","","","","","","","Bài 28","Luyện tập","1543","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson28,'}}"
"","","","","","","","","","Bài 29","Từ vựng","1544","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson29,'}}"
"","","","","","","","","","Bài 29","Luyện tập","1545","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson29,'}}"
"","","","","","","","","","Bài 30","Từ vựng","1546","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson30,'}}"
"","","","","","","","","","Bài 30","Luyện tập","1547","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson30,'}}"
"","","","","","","","","","Bài 31","Từ vựng","1548","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson31,'}}"
"","","","","","","","","","Bài 31","Luyện tập","1549","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson31,'}}"
"","","","","","","","","","Bài 32","Từ vựng","1550","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson32,'}}"
"","","","","","","","","","Bài 32","Luyện tập","1551","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson32,'}}"
"","","","","","","","","","Bài 33","Từ vựng","1552","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson33,'}}"
"","","","","","","","","","Bài 33","Luyện tập","1553","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson33,'}}"
"","","","","","","","","","Bài 34","Từ vựng","1554","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson34,'}}"
"","","","","","","","","","Bài 34","Luyện tập","1555","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson34,'}}"
"","","","","","","","","","Bài 35","Từ vựng","1556","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson35,'}}"
"","","","","","","","","","Bài 35","Luyện tập","1557","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson35,'}}"
"","","","","","","","","","Bài 36","Từ vựng","1558","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson36,'}}"
"","","","","","","","","","Bài 36","Luyện tập","1559","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson36,'}}"
"","","","","","","","","","Bài 37","Từ vựng","1560","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson37,'}}"
"","","","","","","","","","Bài 37","Luyện tập","1561","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson37,'}}"
"","","","","","","","","","Bài 38","Từ vựng","1562","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson38,'}}"
"","","","","","","","","","Bài 38","Luyện tập","1563","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson38,'}}"
"","","","","","","","","","Bài 39","Từ vựng","1564","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson39,'}}"
"","","","","","","","","","Bài 39","Luyện tập","1565","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson39,'}}"
"","","","","","","","","","Bài 40","Từ vựng","1566","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson40,'}}"
"","","","","","","","","","Bài 40","Luyện tập","1567","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson40,'}}"
"","","","","","","","","","Bài 41","Từ vựng","1568","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson41,'}}"
"","","","","","","","","","Bài 41","Luyện tập","1569","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson41,'}}"
"","","","","","","","","","Bài 42","Từ vựng","1570","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson42,'}}"
"","","","","","","","","","Bài 42","Luyện tập","1571","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson42,'}}"
"","","","","","","","","","Bài 43","Từ vựng","1572","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson43,'}}"
"","","","","","","","","","Bài 43","Luyện tập","1573","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson43,'}}"
"","","","","","","","","","Bài 44","Từ vựng","1574","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson44,'}}"
"","","","","","","","","","Bài 44","Luyện tập","1575","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson44,'}}"
"","","","","","","","","","Bài 45","Từ vựng","1576","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson45,'}}"
"","","","","","","","","","Bài 45","Luyện tập","1577","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson45,'}}"
"","","","","","","","","","Bài 46","Từ vựng","1578","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson46,'}}"
"","","","","","","","","","Bài 46","Luyện tập","1579","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson46,'}}"
"","","","","","","","","","Bài 47","Từ vựng","1580","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson47,'}}"
"","","","","","","","","","Bài 47","Luyện tập","1581","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung5,lesson47,'}}"
"Bộ từ vựng N2 tập 6","Danh sách 2600 từ vựng N2","vocabulary","N2","4111","48","48","","","Bài 1","Từ vựng","1582","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson1,'}}"
"","","","","","","","","","Bài 1","Luyện tập","1583","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson1,'}}"
"","","","","","","","","","Bài 2","Từ vựng","1584","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson2,'}}"
"","","","","","","","","","Bài 2","Luyện tập","1585","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson2,'}}"
"","","","","","","","","","Bài 3","Từ vựng","1586","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson3,'}}"
"","","","","","","","","","Bài 3","Luyện tập","1587","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson3,'}}"
"","","","","","","","","","Bài 4","Từ vựng","1588","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson4,'}}"
"","","","","","","","","","Bài 4","Luyện tập","1589","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson4,'}}"
"","","","","","","","","","Bài 5","Từ vựng","1590","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson5,'}}"
"","","","","","","","","","Bài 5","Luyện tập","1591","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson5,'}}"
"","","","","","","","","","Bài 6","Từ vựng","1592","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson6,'}}"
"","","","","","","","","","Bài 6","Luyện tập","1593","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson6,'}}"
"","","","","","","","","","Bài 7","Từ vựng","1594","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson7,'}}"
"","","","","","","","","","Bài 7","Luyện tập","1595","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson7,'}}"
"","","","","","","","","","Bài 8","Từ vựng","1596","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson8,'}}"
"","","","","","","","","","Bài 8","Luyện tập","1597","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson8,'}}"
"","","","","","","","","","Bài 9","Từ vựng","1598","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson9,'}}"
"","","","","","","","","","Bài 9","Luyện tập","1599","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson9,'}}"
"","","","","","","","","","Bài 10","Từ vựng","1600","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson10,'}}"
"","","","","","","","","","Bài 10","Luyện tập","1601","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson10,'}}"
"","","","","","","","","","Bài 11","Từ vựng","1602","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson11,'}}"
"","","","","","","","","","Bài 11","Luyện tập","1603","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson11,'}}"
"","","","","","","","","","Bài 12","Từ vựng","1604","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson12,'}}"
"","","","","","","","","","Bài 12","Luyện tập","1605","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson12,'}}"
"","","","","","","","","","Bài 13","Từ vựng","1606","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson13,'}}"
"","","","","","","","","","Bài 13","Luyện tập","1607","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson13,'}}"
"","","","","","","","","","Bài 14","Từ vựng","1608","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson14,'}}"
"","","","","","","","","","Bài 14","Luyện tập","1609","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson14,'}}"
"","","","","","","","","","Bài 15","Từ vựng","1610","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson15,'}}"
"","","","","","","","","","Bài 15","Luyện tập","1611","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson15,'}}"
"","","","","","","","","","Bài 16","Từ vựng","1612","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson16,'}}"
"","","","","","","","","","Bài 16","Luyện tập","1613","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson16,'}}"
"","","","","","","","","","Bài 17","Từ vựng","1614","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson17,'}}"
"","","","","","","","","","Bài 17","Luyện tập","1615","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson17,'}}"
"","","","","","","","","","Bài 18","Từ vựng","1616","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson18,'}}"
"","","","","","","","","","Bài 18","Luyện tập","1617","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson18,'}}"
"","","","","","","","","","Bài 19","Từ vựng","1618","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson19,'}}"
"","","","","","","","","","Bài 19","Luyện tập","1619","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson19,'}}"
"","","","","","","","","","Bài 20","Từ vựng","1620","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson20,'}}"
"","","","","","","","","","Bài 20","Luyện tập","1621","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson20,'}}"
"","","","","","","","","","Bài 21","Từ vựng","1622","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson21,'}}"
"","","","","","","","","","Bài 21","Luyện tập","1623","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson21,'}}"
"","","","","","","","","","Bài 22","Từ vựng","1624","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson22,'}}"
"","","","","","","","","","Bài 22","Luyện tập","1625","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson22,'}}"
"","","","","","","","","","Bài 23","Từ vựng","1626","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson23,'}}"
"","","","","","","","","","Bài 23","Luyện tập","1627","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson23,'}}"
"","","","","","","","","","Bài 24","Từ vựng","1628","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson24,'}}"
"","","","","","","","","","Bài 24","Luyện tập","1629","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson24,'}}"
"","","","","","","","","","Bài 25","Từ vựng","1630","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson25,'}}"
"","","","","","","","","","Bài 25","Luyện tập","1631","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson25,'}}"
"","","","","","","","","","Bài 26","Từ vựng","1632","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson26,'}}"
"","","","","","","","","","Bài 26","Luyện tập","1633","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson26,'}}"
"","","","","","","","","","Bài 27","Từ vựng","1634","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson27,'}}"
"","","","","","","","","","Bài 27","Luyện tập","1635","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson27,'}}"
"","","","","","","","","","Bài 28","Từ vựng","1636","vocabulary/lesson","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson28,'}}"
"","","","","","","","","","Bài 28","Luyện tập","1637","vocabulary/practice","vocabulary","{'level': 'N2', 'tag' : {'contains':',2600tuvung6,lesson28,'}}"
